,Date,User,Tweet,Likes,Retweets,Replies
56,2022-04-12 13:12:30,CodenotchMAD,"@manufosela @Adalab_Digital @4GeeksAcademyES @socratech_ @TheBridge_Tech @ITAcademy @nebulova_es Muy orgullosos de nuestros Top Notch Coders🚀
Mucho ánimo a esa 6ª #GeneracionK  de 
@kairos_ds con todo lo nuevo👏",0,0,0
57,2022-04-12 11:55:30,manufosela,"De los 21, hay 7 desarrolladoras de @Adalab_Digital, 4 de @4GeeksAcademyES, 2 de @CodenotchMAD, 1 de @socratech_ , 1 de @TheBridge_Tech, 1 de @ITAcademy, 1 de @nebulova_es y de FP-DAW y autodidactas.",12,3,3
58,2022-04-12 09:11:58,TheBridge_Tech,A la vuelta de #SemanaSantaSevilla toca👉 #bootcamps🧑‍💻Especialízate en #datascience o #desarrollowebfullstack con nuestros programas en colaboración con @ENCamaraSevilla ¡Estudia en pleno centro de Sevilla! Y en unos meses sal a comerte el sector tech🚀https://t.co/1MQSzZSqLv https://t.co/ggtxFWCV72,3,1,0
59,2022-04-11 11:05:33,TheBridge_Tech,"📅El 25 de abril estrenamos los #BurnMondays🔥, con la colaboración de @burn_es, una oportunidad para que nuestr@s alum@s puedan presentar sus proyectos, hacer un taller... En definitiva, mostrar su talento al🌎 ¡Save the date! ➡ Entradas https://t.co/yzVCLHZXVd  
#bootcamps https://t.co/yZuTjBCGIf",0,1,0
60,2022-04-07 11:18:21,TheBridge_Tech,@burn_es ¿Algún que otro? 😝 Toda energía extra es bienvenida y necesaria 🔋🔥 ¡Gracias @burn_es! Pronto haremos buen uso de ella... https://t.co/p0uELS5eIf,0,0,0
61,2022-04-07 10:00:06,burn_es,"Nos han contado que en @TheBridge_Tech se lo curran mucho... Hemos colado algún que otro BURN, ¿os viene bien una ayudita de energía? 🔋🔥",6,1,1
62,2022-04-07 07:35:47,TheBridge_Tech,En dos semanas empezamos los bootcamps Part Time (compatibles con trabajo/estudios) en #Sevilla y en @ENCamaraSevilla ya hay quién ha empezado a calentar!!💪 ¿Preparados para lo que viene? 👉https://t.co/1KbOQQK8iw https://t.co/qfXAXSFyZ4,0,0,0
63,2022-04-06 09:13:36,beajmnz,@TheBridge_Tech ¡A vuestra disposición! ¡Muchas gracias!,0,0,0
64,2022-04-06 07:55:05,TheBridge_Tech,"@AndreaMaganRey Hola Andrea ¡Qué gran trabajo! Estamos encantados de pasarte información para que puedas completar ese listado, te mandamos un DM 👏",0,0,0
65,2022-04-05 13:07:13,raulcotrina,@assemblerinstit @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @codeworks @geeks_academy @penascalf5 Hola. Lo tenemos en formato Json en Git. https://t.co/x2dnE2VFAB Podéis hacer un PR ;),3,0,0
66,2022-04-05 13:03:14,assemblerinstit,"@raulcotrina @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @codeworks @geeks_academy @penascalf5 Muy buenas Raúl, nos parece una idea increíble. ¿Me dices donde te pasamos la información de los cursos que tenemos actualmente?",0,0,1
67,2022-03-31 20:04:25,TheBridge_Tech,"Cuando piensas en un hacker... ¿Te imaginas a una mujer? 🤔 ""Son muy pocas las mujeres que deciden apostar por estudios de tecnología, hay que fomentar la inclusión de las mujeres en un mercado laboral con un futuro muy prometedor"", explica @ikerarceseco 👩‍💻https://t.co/UQgHL1tLCQ",0,0,0
68,2022-03-30 11:12:07,TheFringeLABS,Hemos colaborado con @TheBridge_Tech aportando el proyecto final de los alumnos para el Desafío de Tripulaciones y premiando a los 3 grupos con una donación para la ONG de su elección. Increíbles resultados en tiempo récord🤩 #apoyamoseltalentotech https://t.co/vJ5HdV6gSN https://t.co/LpSUpFtdfp,4,1,0
69,2022-03-30 10:01:47,TheBridge_Tech,"¡Llegó el día! Hoy es el #DesafiodeTripulaciones ⚔ en el campus de #Valencia ¡Mucha suerte a toda esa primera promoción valenciana presentando sus súper webapps! No te lo pierdas ▶ Sigue ya el DIRECTO aquí https://t.co/lLXz2wKxaX

#datascience #fullstackwebdevelopment #bootcamp",1,2,0
70,2022-03-30 09:35:11,vocentoeventos,"Seguimos con la 2mesa #ForoVocentoEducación: Formación para el futuro y las nuevas profesionales que vienen. Participan:
▪️ @JuanJoseJuarez @FBertelsmann
▪️ @mortizcotro @FundCreate
▪️ Iker Arce @TheBridge_Tech
▪️ Gabriel Masfurroll @UABBarcelona
🔴DIRECTO https://t.co/8xxFlqVpCP https://t.co/3qAkFVQ9bs",8,2,0
71,2022-03-30 07:47:54,TheBridge_Tech,"A partir de las 11h nuestro CEO @ikerarceseco participa en el #ForoVocentoEducacion en el debate ""Formación para el futuro y las nuevas profesiones que vienen"" organizado por @Vocento (@vocentoeventos) y @KreabEspana. Síguelo🔴EN DIRECTO ➡ https://t.co/JFh6RBMBd4 https://t.co/OvbZKL0yVZ https://t.co/RJvjrxULch",4,0,0
72,2022-03-29 16:26:46,vocentoeventos,"2⃣ FORMACIÓN PARA EL FUTURO Y LAS NUEVAS PROFESIONES QUE VIENEN
▪️ @JuanJoseJuarez (@FBertelsmann)
▪️ @mortizcotro (@FundCreate)
▪️ Iker Arce (@TheBridge_Tech)
▪️ Gabriel Masfurroll (@UABBarcelona)
Modera: Antonio San José (@asanjoseperez) (@KreabEspana) 
#ForoVocentoEducación https://t.co/kMY2q5gEZE",3,1,1
73,2022-03-26 13:30:10,nodosenlared,"Jaime, estoy seguro de que en @TheBridge_Tech , la aceleradora de talento digital líder en nuestro país, estarían encantados de ayudarte en la organización de ese Hackhaton. Al menos yo lo estoy 😉 https://t.co/60ybQN84qk",6,2,0
74,2022-03-24 18:17:28,ENCamaraSevilla,"La @camaradesevilla organiza junto al Grupo Planeta y su presidente José Lara, este encuentro con las empresas #ClubCámara para recoger las necesidades del #SectorTecnológico y presentar nuestra oferta de #Bootcamps de la mano de @TheBridge_Tech https://t.co/rJkWd5MKT8 https://t.co/J6SHTHXylM",7,4,0
75,2022-03-24 16:18:18,TheBridge_Tech,Hoy han venido a visitarnos los alumnos de @itep_es de #DAM #ASIR y #MARKETING para conocer nuestro campus de Madrid y el futuro de profesiones tecnológicas como las suyas ¡Esperamos que hayais pasado una estupenda jornada! Sois los profesionales #techie del mañana 👩‍💻🧑‍💻 https://t.co/U1gPnU7TgI,1,0,0
